id,county_id,calendar_year,base_estimate,population_estimate,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,residual,gq_base_estimate,gq_estimate
10570,11705,2020,15661,15585,-76,60,74,,0,-61,-61,-1,159,159
10571,11706,2020,68573,69060,487,187,200,,2,495,497,3,1182,1182
10572,11707,2020,28303,28364,61,75,89,,0,77,77,-2,4127,4127
10573,11708,2020,11644,11656,12,44,27,,0,-6,-6,1,66,66
10574,11709,2020,38095,38002,-93,94,168,,0,-17,-17,-2,1504,1504
10575,11710,2020,11391,11393,2,29,32,,0,5,5,0,3457,3457
10576,11711,2020,14442,14382,-60,37,61,,0,-35,-35,-1,78,78
10577,11712,2020,66123,66236,113,175,191,,0,135,135,-6,668,668
10578,11713,2020,4730,4747,17,9,9,,0,18,18,-1,49,49
10579,11714,2020,8472,8492,20,21,27,,0,26,26,0,978,978
10580,11716,2020,13005,12997,-8,24,58,,-1,30,29,-3,29,29
10581,11717,2020,154809,154796,-13,364,456,,0,88,88,-9,1405,1405
10582,11718,2020,152854,152984,130,434,203,,21,-130,-109,8,8210,8210
10583,11719,2020,8680,8664,-16,10,30,,0,6,6,-2,1152,1152
10584,11720,2020,29095,29019,-76,77,139,,0,-11,-11,-3,195,195
10585,11721,2020,7869,7847,-22,19,36,,0,-3,-3,-2,239,239
10586,11722,2020,21815,21732,-83,53,73,,0,-63,-63,0,284,284
10587,11723,2020,27842,27818,-24,82,131,,0,26,26,-1,311,311
10588,11724,2020,22055,22030,-25,63,79,,0,-8,-8,-1,1189,1189
10589,11725,2020,118785,118814,29,294,190,,0,-81,-81,6,8352,8352
10590,11726,2020,328981,331358,2377,1134,558,,-2,1775,1773,28,5434,5434
10591,11727,2020,57701,57732,31,138,140,,0,33,33,0,1012,1012
10592,11729,2020,1262,1258,-4,5,5,,0,-4,-4,0,25,25
10593,11730,2020,38910,38831,-79,121,111,,0,-86,-86,-3,551,551
10594,11731,2020,8157,8155,-2,27,30,,0,1,1,0,108,108
10595,11732,2020,65737,65638,-99,130,207,,0,-14,-14,-8,572,572
10596,11733,2020,12598,12593,-5,37,37,,0,-5,-5,0,232,232
10597,11734,2020,6104,6101,-3,16,17,,1,-2,-1,-1,42,42
10598,11737,2020,42272,42158,-114,112,116,,1,-113,-112,2,720,720
10599,11738,2020,71359,71253,-106,187,331,,0,44,44,-6,709,709
10600,11739,2020,8117,8112,-5,10,23,,0,10,10,-2,112,112
10601,11740,2020,57922,57881,-41,145,205,,0,18,18,1,14307,14307
10602,11741,2020,6561,6546,-15,12,25,,0,-1,-1,-1,0,0
10603,11742,2020,267568,268191,623,643,534,,0,515,515,-1,3310,3310
10604,11743,2020,11959,11915,-44,19,57,,0,-4,-4,-2,910,910
10605,11744,2020,39085,39168,83,142,108,,0,48,48,1,650,650
10606,11745,2020,8923,8920,-3,12,24,,0,10,10,-1,1579,1579
10607,11746,2020,8246,8202,-44,17,38,,0,-23,-23,0,110,110
10608,11747,2020,28934,28931,-3,77,67,,2,-16,-14,1,998,998
10609,11748,2020,14061,14068,7,33,57,,0,33,33,-2,38,38
10610,11750,2020,2758,2743,-15,7,16,,0,-5,-5,-1,24,24
10611,11751,2020,25032,25063,31,55,91,,0,71,71,-4,1284,1284
10612,11752,2020,12282,12232,-50,20,53,,0,-14,-14,-3,245,245
10613,11753,2020,13288,13267,-21,36,41,,0,-15,-15,-1,278,278
10614,11754,2020,706,701,-5,0,3,,0,-2,-2,0,0,0
10615,11755,2020,37014,37049,35,73,133,,0,100,100,-5,289,289
10616,11756,2020,56205,56157,-48,155,208,,0,8,8,-3,1331,1331
10617,11757,2020,19490,19564,74,45,41,,0,69,69,1,78,78
10618,11758,2020,18561,18512,-49,49,71,,0,-27,-27,0,245,245
10619,11759,2020,9831,9808,-23,30,35,,0,-18,-18,0,464,464
10620,11760,2020,25751,25720,-31,63,103,,0,11,11,-2,749,749
10621,11761,2020,28995,28980,-15,98,89,,-2,-22,-24,0,406,406
10622,11762,2020,99633,99480,-153,308,223,,-2,-237,-239,1,692,692
10623,11763,2020,54886,55097,211,132,190,,2,274,276,-7,410,410
10624,11764,2020,25091,25102,11,66,102,,0,49,49,-2,313,313
10625,11765,2020,15864,15812,-52,33,93,,0,11,11,-3,182,182
10626,11766,2020,65342,65100,-242,170,323,,0,-85,-85,-4,824,824
10627,11767,2020,676444,676581,137,1706,1775,,48,168,216,-10,11310,11310
10628,11768,2020,259469,259996,527,648,716,,-2,608,606,-11,11813,11813
10629,11769,2020,108505,108311,-194,245,301,,0,-135,-135,-3,10423,10423
10630,11770,2020,909235,909997,762,3014,2014,,-46,-253,-299,61,30494,30494
10631,11771,2020,7087,7064,-23,22,29,,0,-16,-16,0,44,44
10632,11772,2020,8222,8230,8,18,39,,0,29,29,0,108,108
10633,11773,2020,3105,3122,17,12,3,,0,7,7,1,8,8
10634,11774,2020,12317,12282,-35,28,44,,0,-18,-18,-1,71,71
10635,11775,2020,29183,29043,-140,63,138,,0,-63,-63,-2,121,121
10636,11776,2020,49570,49497,-73,138,196,,0,-14,-14,-1,1157,1157
10637,11777,2020,118960,119502,542,295,197,,10,427,437,7,3293,3293
10638,11778,2020,10311,10297,-14,29,33,,0,-10,-10,0,92,92
10639,11779,2020,5379,5351,-28,19,23,,0,-23,-23,-1,94,94
10640,11780,2020,7556,7532,-24,29,26,,0,-26,-26,-1,101,101
10641,11781,2020,15516,15441,-75,45,71,,0,-49,-49,0,202,202
10642,11782,2020,201977,201405,-572,452,823,,0,-186,-186,-15,3708,3708
10643,11783,2020,14334,14311,-23,36,48,,0,-10,-10,-1,167,167
10644,11784,2020,16611,16605,-6,53,37,,0,-21,-21,-1,67,67
10645,11785,2020,102206,102059,-147,298,314,,0,-129,-129,-2,5583,5583
10646,11786,2020,155703,155939,236,382,421,,-1,282,281,-6,4310,4310
10647,11787,2020,17120,17085,-35,43,76,,0,-1,-1,-1,253,253
10648,11788,2020,125447,125398,-49,283,404,,7,77,84,-12,5063,5063
10649,11789,2020,345361,345014,-347,741,711,,20,-398,-378,1,5411,5411
10650,11790,2020,206607,206328,-279,628,585,,1,-327,-326,4,12956,12956
10651,11791,2020,168323,168289,-34,372,387,,6,-25,-19,0,10184,10184
10652,11793,2020,60133,60107,-26,178,198,,0,-6,-6,0,381,381
10653,11794,2020,12456,12439,-17,44,42,,0,-19,-19,0,1439,1439
10654,11795,2020,8391,8383,-8,37,35,,0,-9,-9,-1,175,175
10655,11796,2020,15849,15806,-43,18,51,,0,-9,-9,-1,2070,2070
10656,11797,2020,1062061,1061243,-818,2965,1758,,272,-2311,-2039,14,8362,8362
10657,11798,2020,17864,17795,-69,49,75,,0,-41,-41,-2,192,192
10658,11799,2020,14775,14732,-43,38,61,,0,-16,-16,-4,84,84
10659,11800,2020,30985,30849,-136,97,99,,0,-135,-135,1,1311,1311
10660,11801,2020,99123,99365,242,359,227,,18,89,107,3,1124,1124
10661,11803,2020,17358,17342,-16,31,15,,0,-32,-32,0,29,29
10662,11804,2020,32870,32903,33,81,113,,0,66,66,-1,720,720
10663,11805,2020,33673,33676,3,90,106,,0,21,21,-2,315,315
10664,11806,2020,404739,405741,1002,913,914,,1,1027,1028,-25,3718,3718
10665,11807,2020,16953,16935,-18,47,76,,0,11,11,0,55,55
10666,11808,2020,25996,26028,32,80,59,,1,10,11,0,445,445
10667,11809,2020,20097,20174,77,56,70,,0,92,92,-1,145,145
10668,11810,2020,26715,26691,-24,54,74,,0,-2,-2,-2,679,679
10669,11811,2020,87866,88044,178,245,333,,0,267,267,-1,1019,1019
10670,11812,2020,6096,6078,-18,20,23,,0,-15,-15,0,75,75
10671,11813,2020,171730,171646,-84,472,510,,-2,-42,-44,-2,7315,7315
10672,11814,2020,7578,7551,-27,22,33,,0,-16,-16,0,120,120
10673,11815,2020,9563,9522,-41,26,16,,0,-51,-51,0,35,35
10674,11816,2020,44793,44645,-148,125,155,,0,-117,-117,-1,1054,1054
10675,11817,2020,10567,10525,-42,24,58,,0,-8,-8,0,80,80
10676,11818,2020,141337,141759,422,461,274,,0,229,229,6,1016,1016
10677,11820,2020,10218,10245,27,16,24,,0,35,35,0,42,42
10678,11821,2020,7993,7977,-16,14,26,,0,-3,-3,-1,80,80
10679,11822,2020,16027,15977,-50,26,58,,0,-18,-18,0,569,569
10680,11823,2020,2876,2844,-32,5,18,,0,-18,-18,-1,0,0
10681,11824,2020,7371,7337,-34,21,16,,0,-39,-39,0,26,26
10682,11825,2020,18136,18115,-21,53,47,,0,-25,-25,-2,778,778
10683,11826,2020,100512,100690,178,322,263,,2,118,120,-1,1956,1956
10684,11827,2020,8634,8615,-19,26,33,,0,-12,-12,0,44,44
10685,11828,2020,28260,28202,-58,66,94,,-1,-25,-26,-4,178,178
10686,11829,2020,108774,108821,47,296,355,,0,111,111,-5,979,979
10687,11830,2020,17097,17122,25,55,75,,0,46,46,-1,344,344
10688,11831,2020,40881,40838,-43,98,140,,0,2,2,-3,587,587
10689,11832,2020,42938,42998,60,131,98,,3,24,27,0,136,136
10690,11833,2020,46711,46643,-68,105,158,,1,-12,-11,-4,549,549
10691,11834,2020,11867,11859,-8,29,29,,0,-7,-7,-1,428,428
10692,11835,2020,35183,35147,-36,79,106,,0,-6,-6,-3,411,411
10693,11836,2020,11517,11489,-28,29,61,,0,5,5,-1,221,221
10694,11837,2020,21552,21451,-101,37,79,,0,-57,-57,-2,2115,2115
10695,11838,2020,52403,52548,145,129,134,,0,150,150,0,1375,1375
10696,11839,2020,8158,8128,-30,13,36,,0,-7,-7,0,969,969
10697,11840,2020,660741,660015,-726,1674,1700,,31,-733,-702,2,26809,26809
10698,11841,2020,8430,8427,-3,32,29,,0,-5,-5,-1,138,138
10699,11842,2020,99266,99229,-37,256,241,,2,-51,-49,-3,4071,4071
10700,11843,2020,17071,17099,28,53,78,,0,54,54,-1,143,143
10701,11844,2020,57889,58102,213,192,210,,4,227,231,0,536,536
10702,11845,2020,49555,49726,171,128,117,,0,160,160,0,2139,2139
10703,11846,2020,4452,4447,-5,5,11,,0,0,0,1,574,574
10704,11847,2020,37450,37350,-100,110,125,,0,-84,-84,-1,1641,1641
10705,11848,2020,27990,27958,-32,119,82,,0,-70,-70,1,124,124
10706,11849,2020,26670,26611,-59,74,103,,0,-28,-28,-2,680,680
10707,11850,2020,31095,31062,-33,71,168,,2,65,67,-3,272,272
10708,11851,2020,24350,24335,-15,86,90,,0,-11,-11,0,515,515
10709,11852,2020,48914,48885,-29,97,152,,0,28,28,-2,3573,3573
10710,11853,2020,19581,19580,-1,54,68,,0,13,13,0,466,466
10711,11854,2020,11521,11467,-54,28,48,,0,-34,-34,0,140,140
10712,11855,2020,14582,14546,-36,46,62,,0,-19,-19,-1,268,268
10713,11856,2020,29852,29853,1,64,80,,0,17,17,0,820,820
10714,11857,2020,4558,4556,-2,3,13,,0,8,8,0,51,51
10715,11858,2020,122822,122518,-304,280,477,,0,-98,-98,-9,3609,3609
10716,11859,2020,6749,6723,-26,25,31,,0,-20,-20,0,121,121
10717,11860,2020,164245,163923,-322,321,459,,2,-175,-173,-11,4870,4870
10718,11861,2020,152486,152627,141,542,262,,-3,-147,-150,11,15702,15702
10719,11862,2020,103570,104322,752,230,250,,-2,769,767,5,2705,2705
10720,11863,2020,1991,1973,-18,6,12,,0,-11,-11,-1,52,52
10721,11864,2020,20589,20567,-22,64,71,,0,-14,-14,-1,198,198
10722,11865,2020,1995,2016,21,5,3,,0,20,20,-1,16,16
10723,11866,2020,17285,17283,-2,54,45,,0,-12,-12,1,140,140
10724,11867,2020,23509,23451,-58,48,65,,0,-41,-41,0,195,195
10725,11868,2020,37103,37147,44,89,112,,1,66,67,0,2920,2920
10726,11869,2020,28806,28761,-45,69,90,,0,-21,-21,-3,453,453
10727,11870,2020,5596,5606,10,16,20,,0,13,13,1,14,14
10728,11872,2020,79128,79128,0,201,186,,-1,-13,-14,-1,514,514
10729,11874,2020,28437,28508,71,90,70,,1,49,50,1,2533,2533
10730,11875,2020,138019,137608,-411,289,307,,-2,-386,-388,-5,4960,4960
10731,11876,2020,3952,3949,-3,10,20,,1,8,9,-2,49,49
10732,11877,2020,25143,25100,-43,68,81,,0,-29,-29,-1,2030,2030
10733,11878,2020,7240,7260,20,24,26,,0,22,22,0,85,85
10734,11880,2020,47220,47073,-147,112,159,,0,-97,-97,-3,655,655
10735,11881,2020,116281,116493,212,253,416,,0,389,389,-14,1027,1027
10736,11882,2020,10127,10083,-44,28,34,,0,-38,-38,0,82,82
10737,11883,2020,1918,1916,-2,5,10,,0,4,4,-1,38,38
10738,11884,2020,19221,19182,-39,64,72,,0,-28,-28,-3,96,96
10739,11885,2020,28931,28878,-53,74,101,,2,-27,-25,-1,364,364
10740,11886,2020,12126,12132,6,17,44,,-1,35,34,-1,312,312
10741,11887,2020,5573,5560,-13,8,32,,0,11,11,0,1437,1437
10742,11888,2020,3697,3696,-1,10,18,,0,7,7,0,0,0
10743,11889,2020,17488,17458,-30,48,45,,0,-32,-32,-1,196,196
10744,11890,2020,11539,11538,-1,25,33,,0,8,8,-1,184,184
10745,11891,2020,6719,6701,-18,27,24,,0,-20,-20,-1,138,138
10746,11892,2020,33293,33290,-3,107,83,,0,-27,-27,0,341,341
10747,11894,2020,42578,42529,-49,106,153,,2,-2,0,-2,563,563
10748,11895,2020,46053,46075,22,93,163,,0,96,96,-4,409,409
10749,11896,2020,42713,42619,-94,111,118,,0,-86,-86,-1,347,347
10750,11897,2020,84900,84858,-42,203,225,,0,-17,-17,-3,3071,3071
10751,11898,2020,5411,5374,-37,19,29,,0,-27,-27,0,65,65
10752,11899,2020,14537,14499,-38,44,44,,0,-38,-38,0,685,685
10753,11900,2020,260579,261023,444,785,682,,-1,337,336,5,8339,8339
10754,11901,2020,18074,18107,33,41,72,,0,67,67,-3,312,312
10755,11902,2020,1150309,1148472,-1837,3186,1541,,275,-3813,-3538,56,9962,9962
10756,11903,2020,198683,198199,-484,481,663,,1,-295,-294,-8,11342,11342
10757,11904,2020,34772,34678,-94,85,121,,0,-55,-55,-3,449,449
10758,11905,2020,56216,56179,-37,156,203,,0,10,10,0,975,975
10759,11906,2020,146875,147027,152,377,505,,3,280,283,-3,4163,4163
10760,11908,2020,163633,164242,609,470,402,,2,533,535,6,1481,1481
10761,11909,2020,18444,18428,-16,57,59,,0,-14,-14,0,367,367
10762,11910,2020,17244,17179,-65,36,64,,0,-35,-35,-2,555,555
10763,11911,2020,3385,3376,-9,15,5,,1,-20,-19,0,8,8
10764,11912,2020,21387,21417,30,61,49,,1,18,19,-1,179,179
10765,11913,2020,36255,36269,14,132,96,,0,-20,-20,-2,225,225
10766,11914,2020,13401,13482,81,17,50,,0,116,116,-2,61,61
10767,11915,2020,17304,17274,-30,35,50,,0,-13,-13,-2,249,249
10768,11916,2020,20355,20216,-139,40,105,,0,-73,-73,-1,937,937
10769,11917,2020,10359,10366,7,20,33,,0,20,20,0,26,26
10770,11918,2020,16042,16044,2,52,62,,0,14,14,-2,244,244
10771,11919,2020,74129,73917,-212,162,304,,0,-63,-63,-7,4848,4848
10772,11920,2020,689545,690093,548,2145,1387,,51,-292,-241,31,37003,37003
10773,11921,2020,5315,5289,-26,13,13,,0,-26,-26,0,126,126
10774,11922,2020,17063,17037,-26,31,83,,0,28,28,-2,75,75
10775,11923,2020,8615,8563,-52,33,37,,0,-48,-48,0,29,29
10776,11924,2020,29220,29193,-27,90,106,,-2,-8,-10,-1,769,769
10777,11925,2020,81099,81378,279,213,136,,1,195,196,6,6499,6499
10778,11926,2020,86395,86345,-50,249,281,,0,-17,-17,-1,2401,2401
10779,11928,2020,4674,4680,6,16,9,,1,-2,-1,0,93,93
10780,11929,2020,10810,10833,23,35,29,,0,17,17,0,292,292
10781,11930,2020,29052,29064,12,72,79,,0,22,22,-3,362,362
10782,11931,2020,55478,55460,-18,125,193,,1,57,58,-8,861,861
10783,11933,2020,13672,13672,0,72,29,,0,-45,-45,2,55,55
10784,11934,2020,48230,48119,-111,179,184,,0,-106,-106,0,493,493
10785,11935,2020,161791,161775,-16,330,439,,9,89,98,-5,6959,6959
10786,11936,2020,121661,121429,-232,373,370,,-4,-233,-237,2,1446,1446
10787,11937,2020,13657,13683,26,40,64,,0,51,51,-1,116,116
10788,11938,2020,2858,2851,-7,5,7,,0,-4,-4,-1,22,22
10789,11940,2020,7791,7749,-42,22,21,,0,-45,-45,2,82,82
10790,11941,2020,296200,296787,587,817,669,,14,425,439,0,8910,8910
10791,11942,2020,7537,7536,-1,18,22,,0,4,4,-1,91,91
10792,11943,2020,3678,3671,-7,9,10,,0,-4,-4,-2,34,34
10793,11944,2020,18610,18612,2,68,25,,0,-43,-43,2,47,47
10794,11945,2020,40611,40506,-105,106,120,,0,-87,-87,-4,474,474
10795,11946,2020,31307,31262,-45,65,129,,0,22,22,-3,1270,1270
10796,11947,2020,42212,42191,-21,99,95,,0,-25,-25,0,2633,2633
10797,11948,2020,42980,42951,-29,148,147,,0,-28,-28,-2,789,789
10798,11949,2020,10625,10623,-2,21,42,,0,21,21,-2,349,349
10799,11950,2020,34287,34206,-81,157,70,,3,-174,-171,3,686,686
10800,11951,2020,37813,37802,-11,112,114,,0,-8,-8,-1,1774,1774
10801,11952,2020,41872,41869,-3,95,156,,2,60,62,-4,562,562
10802,11953,2020,14380,14315,-65,21,73,,0,-10,-10,-3,355,355
10803,11954,2020,14209,14204,-5,52,44,,0,-11,-11,-2,53,53
10804,11956,2020,13761,13711,-50,27,36,,0,-41,-41,0,206,206
10805,11957,2020,32977,33048,71,36,108,,0,152,152,-9,596,596
10806,11958,2020,14644,14640,-4,36,43,,0,5,5,-2,183,183
10807,11959,2020,18662,18643,-19,41,47,,0,-12,-12,-1,1612,1612
10808,11960,2020,50123,50505,382,123,196,,0,455,455,0,3885,3885
10809,11962,2020,3353,3361,8,13,7,,0,2,2,0,51,51
10810,11963,2020,7974,7948,-26,15,43,,-1,5,4,-2,56,56
10811,11964,2020,10812,10797,-15,28,44,,0,2,2,-1,76,76
10812,11965,2020,10500,10544,44,19,41,,0,67,67,-1,103,103
10813,11966,2020,4095,4103,8,20,12,,0,0,0,0,77,77
10814,11967,2020,37381,37336,-45,79,135,,0,16,16,-5,2053,2053
10815,11968,2020,30333,30433,100,65,76,,0,112,112,-1,1097,1097
10816,11970,2020,84414,84328,-86,255,271,,5,-72,-67,-3,2432,2432
10817,11971,2020,16032,16040,8,42,52,,0,19,19,-1,167,167
10818,11972,2020,28513,28423,-90,106,102,,0,-96,-96,2,1408,1408
10819,11973,2020,5703,5703,0,16,16,,0,0,0,0,137,137
10820,11975,2020,8350,8330,-20,16,20,,0,-15,-15,-1,107,107
10821,11976,2020,5927,5882,-45,17,25,,-1,-35,-36,-1,95,95
10822,11977,2020,235509,235689,180,529,551,,0,213,213,-11,3365,3365
10823,11979,2020,23768,23634,-134,57,117,,0,-73,-73,-1,852,852
10824,11980,2020,107722,107832,110,274,328,,2,165,167,-3,5127,5127
10825,11981,2020,16525,16453,-72,40,53,,3,-62,-59,0,427,427
10826,11983,2020,154823,154977,154,271,351,,4,249,253,-19,2575,2575
10827,11984,2020,3397,3389,-8,15,11,,0,-12,-12,0,53,53
10828,11985,2020,44283,44288,5,125,136,,0,17,17,-1,3438,3438
10829,11986,2020,31571,31608,37,126,132,,0,43,43,0,3294,3294
10830,11987,2020,294793,295729,936,758,729,,0,912,912,-5,3898,3898
10831,11988,2020,34010,33980,-30,91,89,,0,-31,-31,-1,481,481
10832,11989,2020,241067,243809,2742,613,326,,4,2420,2424,31,7398,7398
10833,11990,2020,1115482,1118340,2858,3459,1832,,194,960,1154,77,16646,16646
10834,11992,2020,20557,20566,9,48,70,,2,31,33,-2,187,187
10835,11993,2020,28050,27999,-51,73,101,,0,-21,-21,-2,251,251
10836,11994,2020,34216,34176,-40,100,124,,1,-14,-13,-3,1811,1811
10837,11995,2020,9782,9720,-62,36,30,,0,-69,-69,1,101,101
10838,11996,2020,163687,163643,-44,464,468,,0,-36,-36,-4,2384,2384
10839,11998,2020,21850,21842,-8,56,67,,0,4,4,-1,235,235
10840,11999,2020,14739,14633,-106,43,63,,0,-84,-84,-2,389,389
10841,12000,2020,11374,11454,80,26,30,,0,84,84,0,25,25
10842,12001,2020,1281565,1281267,-298,3819,2729,,91,-1494,-1403,15,25061,25061
10843,12002,2020,2652,2635,-17,8,14,,0,-11,-11,0,23,23
10844,12003,2020,23398,23333,-65,58,93,,0,-29,-29,-1,353,353
10845,12004,2020,17934,17851,-83,50,77,,0,-54,-54,-2,1340,1340
10846,12005,2020,64222,64368,146,172,127,,0,100,100,1,320,320
10847,12006,2020,12187,12162,-25,49,45,,0,-29,-29,0,49,49
10848,12007,2020,33291,33333,42,114,87,,2,14,16,-1,778,778
10849,12008,2020,21946,21949,3,60,93,,0,39,39,-3,185,185
10850,12009,2020,232125,231695,-430,590,774,,4,-240,-236,-10,12716,12716
10851,12011,2020,822779,828632,5853,2135,1144,,186,4618,4804,58,4600,4600
10852,12012,2020,17146,17167,21,42,65,,0,45,45,-1,158,158
10853,12013,2020,18477,18496,19,53,81,,-2,51,49,-2,55,55
10854,12014,2020,53955,53964,9,186,118,,25,-88,-63,4,10119,10119
10855,12015,2020,3309,3308,-1,7,8,,0,1,1,-1,27,27
10856,12016,2020,16367,16348,-19,48,62,,0,-4,-4,-1,70,70
10857,12017,2020,19123,19258,135,63,71,,0,143,143,0,131,131
10858,12018,2020,130129,130065,-64,320,478,,0,99,99,-5,6119,6119
10859,12019,2020,173215,173256,41,378,458,,0,125,125,-4,3338,3338
10860,12020,2020,23527,23525,-2,49,104,,0,55,55,-2,118,118
10861,12021,2020,7577,7582,5,22,36,,0,20,20,-1,64,64
10862,12022,2020,38001,37963,-38,122,130,,0,-30,-30,0,454,454
10863,12023,2020,37347,37271,-76,61,118,,0,-14,-14,-5,1496,1496
10864,12024,2020,3098,3111,13,15,8,,0,6,6,0,9,9
10865,12025,2020,11746,11699,-47,23,60,,0,-8,-8,-2,179,179
10866,12026,2020,3395,3387,-8,15,16,,0,-7,-7,0,133,133
10867,12027,2020,13129,13085,-44,32,55,,0,-21,-21,0,186,186
10868,12028,2020,353178,353090,-88,1004,905,,1,-194,-193,6,6122,6122
10869,12029,2020,229861,231568,1707,686,456,,18,1445,1463,14,3394,3394
10870,12030,2020,14794,14745,-49,33,73,,0,-8,-8,-1,213,213
10871,12031,2020,5888,5856,-32,13,30,,0,-14,-14,-1,42,42
10872,12033,2020,59183,59226,43,173,158,,2,26,28,0,521,521
10873,12034,2020,30856,30822,-34,83,119,,0,6,6,-4,335,335
10874,12035,2020,25222,25161,-61,52,81,,0,-30,-30,-2,180,180
10875,12036,2020,6137,6128,-9,5,32,,0,20,20,-2,87,87
10876,12038,2020,39736,39717,-19,99,97,,0,-19,-19,-2,2556,2556
10877,12039,2020,5416,5424,8,9,22,,0,21,21,0,425,425
10878,12040,2020,67246,67142,-104,222,239,,0,-86,-86,-1,1684,1684
10879,12041,2020,8444,8424,-20,25,31,,0,-13,-13,-1,74,74
10880,12042,2020,293991,294891,900,769,798,,5,923,928,1,1959,1959
10881,12043,2020,8990,8985,-5,21,41,,0,16,16,-1,187,187
10882,12044,2020,103725,103740,15,263,314,,2,65,67,-1,1226,1226
10883,12046,2020,21809,21714,-95,51,104,,0,-42,-42,0,119,119
10884,12047,2020,60992,61041,49,140,167,,0,78,78,-2,3476,3476
10885,12048,2020,67097,67030,-67,153,148,,1,-73,-72,0,7188,7188
10886,12049,2020,34950,34964,14,96,93,,0,12,12,-1,277,277
10887,12050,2020,9388,9332,-56,21,43,,0,-34,-34,0,415,415
10888,12051,2020,23400,23428,28,58,60,,0,32,32,-2,300,300
10889,12053,2020,24620,24567,-53,51,77,,0,-27,-27,0,5005,5005
10890,12055,2020,22173,22084,-89,42,80,,0,-49,-49,-2,1313,1313
10891,12056,2020,154152,153848,-304,458,414,,9,-361,-352,4,9015,9015
10892,12057,2020,78254,78412,158,193,220,,0,197,197,-12,1054,1054
10893,12059,2020,6762,6752,-10,13,23,,0,2,2,-2,153,153
10894,12060,2020,74207,74091,-116,165,237,,0,-39,-39,-5,666,666
10895,12061,2020,12138,12097,-41,30,55,,0,-16,-16,0,403,403
10896,12062,2020,208621,208613,-8,583,707,,7,108,115,1,4884,4884
10897,12063,2020,47586,47582,-4,192,102,,0,-95,-95,1,1641,1641
10898,12064,2020,63705,63743,38,104,192,,1,129,130,-4,987,987
10899,12065,2020,4716,4698,-18,17,13,,0,-21,-21,-1,49,49
10900,12066,2020,26721,26689,-32,61,86,,0,-4,-4,-3,333,333
10901,12067,2020,11985,11915,-70,18,45,,0,-42,-42,-1,204,204
10902,12069,2020,8673,8673,0,17,30,,0,14,14,-1,145,145
10903,12070,2020,9675,9656,-19,16,33,,0,-2,-2,0,17,17
10904,12071,2020,366207,366991,784,1063,1105,,-2,831,829,-3,9485,9485
10905,12072,2020,10854,10813,-41,25,37,,0,-29,-29,0,133,133
10906,12074,2020,34907,34815,-92,94,153,,0,-33,-33,0,607,607
10907,12075,2020,7930,7916,-14,19,21,,0,-12,-12,0,348,348
10908,12076,2020,56794,57349,555,180,97,,0,466,466,6,4479,4479
10909,12077,2020,43799,43773,-26,82,153,,0,45,45,0,5508,5508
10910,12078,2020,46274,46281,7,155,116,,0,-32,-32,0,1026,1026
10911,12079,2020,11561,11549,-12,37,49,,0,0,0,0,35,35
10912,12080,2020,24295,24212,-83,54,109,,0,-26,-26,-2,807,807
10913,12081,2020,112395,112496,101,238,243,,4,109,113,-7,6701,6701
10914,12082,2020,21537,21490,-47,56,55,,0,-49,-49,1,632,632
10915,12083,2020,23816,23783,-33,53,75,,0,-10,-10,-1,1151,1151
10916,12084,2020,7569,7586,17,24,23,,0,17,17,-1,104,104
10917,12085,2020,22945,23086,141,44,62,,0,158,158,1,462,462
10918,12086,2020,646538,646008,-530,1349,1911,,-5,73,68,-36,8098,8098
10919,12088,2020,1723,1718,-5,0,13,,0,8,8,0,8,8
10920,12089,2020,40105,40059,-46,124,141,,5,-34,-29,0,1190,1190
10921,12091,2020,67153,67094,-59,170,201,,0,-25,-25,-3,1933,1933
10922,12092,2020,15455,15407,-48,53,58,,0,-42,-42,-1,186,186
10923,12093,2020,186693,187630,937,500,506,,0,940,940,3,1040,1040
10924,12094,2020,13367,13334,-33,38,48,,0,-23,-23,0,1528,1528
10925,12095,2020,30990,30927,-63,65,82,,0,-42,-42,-4,339,339
10926,12096,2020,295291,294904,-387,815,733,,4,-469,-465,-4,14823,14823
10927,12097,2020,24520,24511,-9,52,76,,0,17,17,-2,1149,1149
10928,12098,2020,31659,31665,6,84,133,,-1,60,59,-4,423,423
10929,12099,2020,9894,9881,-13,23,51,,0,18,18,-3,68,68
10930,12100,2020,14143,14174,31,38,47,,0,42,42,-2,731,731
10931,12101,2020,1077,1089,12,3,2,,0,11,11,0,0,0
10932,12102,2020,16826,16862,36,26,65,,0,76,76,-1,110,110
10933,12103,2020,19677,19731,54,41,70,,0,87,87,-4,142,142
10934,12104,2020,9189,9168,-21,20,37,,0,-4,-4,0,1502,1502
10935,12105,2020,118525,118173,-352,407,380,,0,-383,-383,4,6591,6591
10936,12106,2020,46460,46418,-42,134,125,,0,-48,-48,-3,548,548
10937,12107,2020,37363,37292,-71,66,101,,0,-33,-33,-3,2949,2949
10938,12108,2020,42357,42452,95,91,38,,-2,42,40,2,80,80
10939,12109,2020,31184,31206,22,115,98,,0,5,5,0,151,151
10940,12110,2020,57227,57236,9,167,213,,0,59,59,-4,448,448
10941,12111,2020,607,606,-1,1,1,,0,-1,-1,0,0,0
10942,12114,2020,18843,18818,-25,56,67,,0,-13,-13,-1,214,214
10943,12115,2020,20613,20619,6,57,80,,0,30,30,-1,173,173
