id,county_id,calendar_year,base_estimate,population_estimate,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,residual,gq_base_estimate,gq_estimate
9421,10434,2020,38286,38227,-59,114,126,,0,-45,-45,-2,674,674
9422,10435,2020,30163,30055,-108,75,120,,0,-62,-62,-1,4022,4022
9423,10436,2020,15475,15470,-5,19,50,,0,27,27,-1,143,143
9424,10437,2020,35620,35618,-2,126,94,,0,-37,-37,3,214,214
9425,10438,2020,54086,54072,-14,67,135,,-1,56,55,-1,5424,5424
9426,10439,2020,24237,24222,-15,82,54,,1,-46,-45,2,101,101
9427,10440,2020,82149,82069,-80,204,292,,-1,13,12,-4,3211,3211
9428,10441,2020,18862,18830,-32,48,63,,0,-15,-15,-2,180,180
9429,10442,2020,9319,9319,0,50,24,,3,-31,-28,2,14,14
9430,10443,2020,1996,1978,-18,2,8,,0,-11,-11,-1,80,80
9431,10444,2020,33752,33754,2,104,126,,0,25,25,-1,1562,1562
9432,10445,2020,15642,15614,-28,32,63,,0,3,3,0,2256,2256
9433,10446,2020,7003,6979,-24,18,26,,0,-16,-16,0,1549,1549
9434,10448,2020,71608,71630,22,206,224,,-3,46,43,-3,688,688
9435,10449,2020,120502,120596,94,304,315,,0,107,107,-2,883,883
9436,10450,2020,147737,148564,827,433,429,,2,816,818,5,1477,1477
9437,10451,2020,69112,69173,61,201,151,,0,10,10,1,4126,4126
9438,10452,2020,5127,5097,-30,9,18,,0,-20,-20,-1,118,118
9439,10453,2020,53448,53326,-122,133,109,,0,-148,-148,2,259,259
9440,10454,2020,21522,21546,24,69,60,,0,16,16,-1,248,248
9441,10455,2020,150928,151265,337,429,262,,-1,162,161,9,1161,1161
9442,10456,2020,20823,20776,-47,60,70,,0,-37,-37,0,809,809
9443,10458,2020,9528,9492,-36,23,20,,0,-39,-39,0,233,233
9444,10459,2020,169151,169073,-78,458,472,,1,-67,-66,2,4020,4020
9445,10460,2020,91096,91080,-16,203,357,,-1,145,144,-6,891,891
9446,10461,2020,25849,25858,9,55,70,,0,26,26,-2,177,177
9447,10462,2020,26459,26410,-49,61,104,,0,-4,-4,-2,475,475
9448,10464,2020,15465,15440,-25,41,74,,0,9,9,-1,719,719
9449,10465,2020,14557,14562,5,51,37,,0,-9,-9,0,1196,1196
9450,10466,2020,8734,8750,16,23,37,,0,30,30,0,699,699
9451,10467,2020,27351,27424,73,74,100,,0,101,101,-2,324,324
9452,10468,2020,117922,118238,316,295,290,,9,302,311,0,3362,3362
9453,10469,2020,7785,7715,-70,20,42,,0,-47,-47,-1,50,50
9454,10470,2020,959107,958752,-355,1806,3577,,42,1492,1534,-118,18839,18839
9455,10471,2020,36699,36688,-11,77,114,,0,31,31,-5,240,240
9456,10472,2020,233849,234480,631,653,304,,19,242,261,21,14432,14432
9457,10473,2020,46067,46293,226,136,125,,0,215,215,0,877,877
9458,10474,2020,39644,39641,-3,117,139,,2,19,21,-2,2658,2658
9459,10475,2020,906422,913900,7478,2444,1200,,61,6071,6132,102,11299,11299
9460,10476,2020,174669,174488,-181,525,478,,-1,-227,-228,0,3234,3234
9461,10477,2020,657,660,3,1,0,,0,1,1,1,0,0
9462,10478,2020,1372,1383,11,3,4,,0,12,12,0,33,33
9463,10479,2020,42018,41962,-56,113,158,,4,-14,-10,-1,1045,1045
9464,10480,2020,1165927,1165562,-365,2911,2242,,107,-1142,-1035,1,9880,9880
9465,10481,2020,77123,77209,86,173,278,,0,196,196,-5,1090,1090
9466,10482,2020,91118,91123,5,165,237,,2,82,84,-7,7005,7005
9467,10483,2020,39619,39707,88,115,99,,14,57,71,1,477,477
9468,10484,2020,34174,34110,-64,88,129,,0,-23,-23,0,2330,2330
9469,10485,2020,1962,1971,9,4,2,,0,8,8,-1,20,20
9470,10486,2020,129839,129753,-86,210,361,,1,77,78,-13,6957,6957
9471,10487,2020,13668,13646,-22,38,52,,0,-7,-7,-1,1496,1496
9472,10488,2020,211972,212089,117,439,645,,3,332,335,-12,3450,3450
9473,10489,2020,19810,19820,10,53,48,,0,7,7,-2,295,295
9474,10490,2020,10478,10452,-26,24,41,,0,-9,-9,0,14,14
9475,10491,2020,35237,35192,-45,55,153,,0,59,59,-6,463,463
9476,10492,2020,10599,10591,-8,30,44,,0,7,7,-1,148,148
9477,10493,2020,111201,111235,34,284,483,,1,247,248,-15,1714,1714
9478,10494,2020,314848,314368,-480,691,794,,9,-380,-371,-6,17061,17061
9479,10496,2020,86857,86948,91,202,237,,1,137,138,-12,1933,1933
9480,10498,2020,7871,7836,-35,18,48,,0,-4,-4,-1,105,105
9481,10499,2020,6295,6276,-19,24,23,,0,-20,-20,0,37,37
9482,10501,2020,37066,37079,13,80,58,,0,-10,-10,1,2042,2042
9483,10502,2020,2483,2475,-8,2,13,,0,4,4,-1,29,29
9484,10504,2020,8690,8667,-23,27,30,,0,-20,-20,0,57,57
9485,10505,2020,42528,42471,-57,147,140,,0,-62,-62,-2,406,406
9486,10506,2020,9179,9160,-19,28,35,,0,-12,-12,0,301,301
9487,10507,2020,44186,44255,69,106,129,,0,96,96,-4,373,373
9488,10508,2020,9397,9404,7,20,13,,0,0,0,0,60,60
9489,10509,2020,36999,36954,-45,120,140,,0,-24,-24,-1,2745,2745
9490,10510,2020,12345,12295,-50,29,45,,1,-34,-33,-1,749,749
9491,10512,2020,6226,6242,16,14,19,,0,22,22,-1,438,438
9492,10513,2020,35133,35168,35,80,121,,1,76,77,-1,930,930
9493,10514,2020,58639,58677,38,168,244,,0,117,117,-3,2735,2735
9494,10515,2020,20600,20581,-19,43,45,,1,-15,-14,-3,121,121
9495,10516,2020,881217,880349,-868,2265,2671,,34,-476,-442,-20,7114,7114
9496,10517,2020,205865,205469,-396,543,443,,23,-531,-508,12,15917,15917
9497,10518,2020,82874,82809,-65,180,212,,3,-29,-26,-7,2105,2105
9498,10519,2020,15476,15474,-2,32,36,,0,4,4,-2,56,56
9499,10520,2020,764382,763831,-551,2298,1466,,127,-1531,-1404,21,11569,11569
9500,10521,2020,16595,16565,-30,46,44,,0,-31,-31,-1,543,543
9501,10522,2020,15697,15693,-4,32,68,,0,36,36,-4,211,211
9502,10523,2020,83505,83963,458,251,177,,0,378,378,6,267,267
9503,10524,2020,99721,99508,-213,189,195,,11,-224,-213,6,9932,9932
9504,10525,2020,5842,5824,-18,17,12,,0,-23,-23,0,0,0
9505,10526,2020,61598,61953,355,122,244,,0,481,481,-4,539,539
9506,10528,2020,39046,39066,20,121,134,,0,34,34,-1,384,384
9507,10529,2020,48430,48325,-105,195,125,,9,-187,-178,3,1366,1366
9508,10530,2020,11823,11754,-69,21,53,,0,-36,-36,-1,687,687
9509,10531,2020,64499,64435,-64,156,289,,0,72,72,-3,868,868
9510,10532,2020,20070,20031,-39,48,53,,0,-33,-33,-1,1889,1889
9511,10533,2020,256526,255979,-547,733,754,,3,-538,-535,9,15907,15907
9512,10534,2020,36649,36512,-137,104,147,,1,-94,-93,-1,377,377
9513,10535,2020,9869,9851,-18,42,22,,0,-37,-37,-1,60,60
9514,10536,2020,97216,97983,767,248,194,,0,710,710,3,2342,2342
9515,10537,2020,2232,2236,4,2,8,,0,10,10,0,0,0
9516,10538,2020,15331,15294,-37,35,48,,0,-24,-24,0,159,159
9517,10539,2020,2510,2504,-6,8,5,,0,-9,-9,0,1,1
9518,10540,2020,148696,148792,96,276,250,,-1,70,69,1,10316,10316
9519,10541,2020,22785,22767,-18,56,64,,0,-8,-8,-2,150,150
9520,10542,2020,133568,133761,193,454,305,,-1,41,40,4,2847,2847
9521,10543,2020,1135,1144,9,1,0,,0,9,9,-1,0,0
9522,10544,2020,24965,24921,-44,57,98,,0,-1,-1,-2,1219,1219
9523,10546,2020,140753,141231,478,394,340,,-1,423,422,2,2313,2313
9524,10547,2020,6773,6769,-4,47,38,,0,-14,-14,1,18,18
9525,10548,2020,3986,3977,-9,18,13,,0,-14,-14,0,416,416
9526,10550,2020,30696,30725,29,95,90,,0,25,25,-1,1730,1730
9527,10551,2020,28876,28854,-22,50,94,,0,24,24,-2,1427,1427
9528,10552,2020,30803,30790,-13,78,126,,0,38,38,-3,185,185
9529,10553,2020,2181654,2182740,1086,6455,5120,,-46,-322,-368,119,37626,37626
9530,10554,2020,74008,73720,-288,152,366,,0,-72,-72,-2,2987,2987
9531,10556,2020,99727,100168,441,276,374,,3,543,546,-7,573,573
9532,10557,2020,83343,83228,-115,223,263,,1,-77,-76,1,808,808
9533,10558,2020,14115,14090,-25,37,48,,0,-11,-11,-3,2593,2593
9534,10559,2020,20588,20595,7,65,57,,0,0,0,-1,112,112
9535,10560,2020,4456,4439,-17,7,25,,0,2,2,-1,83,83
9536,10561,2020,67539,67551,12,182,302,,0,133,133,-1,2051,2051
9537,10562,2020,6016,5972,-44,13,27,,0,-30,-30,0,74,74
9538,10563,2020,1661,1658,-3,5,6,,0,-1,-1,-1,37,37
9539,10564,2020,5606,5580,-26,9,18,,0,-15,-15,-2,58,58
9540,10565,2020,11874,11849,-25,27,38,,0,-13,-13,-1,121,121
9541,10566,2020,5285,5255,-30,17,12,,0,-35,-35,0,48,48
9542,10567,2020,37596,37757,161,100,111,,-1,174,173,-1,126,126
9543,10568,2020,116721,116134,-587,443,267,,1,-769,-768,5,6242,6242
9544,10569,2020,12498,12503,5,33,37,,0,12,12,-3,1068,1068
9545,10570,2020,110652,110333,-319,237,466,,-2,-79,-81,-9,6045,6045
9546,10571,2020,1395774,1393978,-1796,3427,3275,,44,-1965,-1921,-27,19443,19443
9547,10572,2020,8474,8461,-13,19,25,,0,-7,-7,0,23,23
9548,10574,2020,34191,34316,125,76,75,,0,124,124,0,363,363
9549,10575,2020,24487,24413,-74,58,109,,0,-21,-21,-2,1556,1556
9550,10577,2020,203881,204437,556,632,576,,48,458,506,-6,8490,8490
9551,10578,2020,27662,27629,-33,70,85,,0,-15,-15,-3,315,315
9552,10579,2020,4169,4168,-1,9,20,,0,10,10,0,36,36
9553,10580,2020,20565,20586,21,72,66,,0,16,16,-1,204,204
9554,10581,2020,7685,7658,-27,18,32,,0,-13,-13,0,119,119
9555,10582,2020,3434,3401,-33,6,18,,0,-21,-21,0,33,33
9556,10583,2020,24275,24238,-37,69,92,,0,-14,-14,0,164,164
9557,10584,2020,23540,23491,-49,54,84,,0,-17,-17,-2,243,243
9558,10586,2020,674,683,9,5,0,,0,4,4,0,0,0
9559,10588,2020,790,792,2,4,2,,0,0,0,0,1,1
9560,10589,2020,9877,9916,39,27,21,,0,32,32,1,153,153
9561,10590,2020,552984,552597,-387,1522,1585,,11,-316,-305,-19,12323,12323
9562,10592,2020,91601,91354,-247,204,243,,-1,-198,-199,-9,1976,1976
9563,10593,2020,7728,7724,-4,17,17,,0,-3,-3,-1,87,87
9564,10594,2020,42425,42264,-161,77,174,,0,-61,-61,-3,2384,2384
9565,10595,2020,193763,193851,88,413,605,,5,285,290,-10,5450,5450
9566,10596,2020,13778,13747,-31,50,40,,0,-42,-42,1,656,656
9567,10597,2020,4589,4549,-40,9,19,,0,-30,-30,0,470,470
9568,10598,2020,28473,28378,-95,89,126,,0,-57,-57,-1,618,618
9569,10600,2020,3983,3971,-12,22,10,,0,-25,-25,1,78,78
9570,10601,2020,8623,8657,34,16,29,,0,48,48,-1,115,115
9571,10602,2020,106718,107100,382,318,232,,-1,296,295,1,769,769
9572,10603,2020,13080,13061,-19,38,45,,0,-11,-11,-1,88,88
9573,10604,2020,35319,35309,-10,87,138,,1,43,44,-3,259,259
9574,10605,2020,6968,6956,-12,24,28,,0,-7,-7,-1,202,202
9575,10606,2020,22650,22610,-40,28,87,,1,21,22,-3,452,452
9576,10607,2020,12943,12914,-29,46,37,,0,-37,-37,-1,193,193
9577,10608,2020,364548,365566,1018,944,830,,10,894,904,0,4572,4572
9578,10609,2020,24564,24540,-24,97,83,,0,-37,-37,-1,339,339
9579,10610,2020,48715,48675,-40,162,162,,1,-38,-37,-3,175,175
9580,10611,2020,374853,374357,-496,1040,1356,,2,-160,-158,-22,8585,8585
9581,10612,2020,37241,37178,-63,91,131,,0,-21,-21,-2,1627,1627
9582,10613,2020,575345,574349,-996,1584,1315,,72,-1359,-1287,22,6069,6069
9583,10614,2020,1874,1883,9,10,13,,0,11,11,1,19,19
9584,10616,2020,25912,25885,-27,67,73,,0,-19,-19,-2,1109,1109
9585,10617,2020,21227,21179,-48,62,65,,0,-44,-44,-1,1829,1829
9586,10618,2020,10905,10885,-20,21,51,,0,11,11,-1,203,203
9587,10619,2020,32918,32906,-12,99,92,,0,-18,-18,-1,836,836
9588,10620,2020,12112,12098,-14,18,38,,0,7,7,-1,152,152
9589,10621,2020,124239,124175,-64,384,401,,-1,-47,-48,1,3761,3761
9590,10622,2020,61834,61699,-135,142,166,,1,-110,-109,-2,5526,5526
9591,10623,2020,19495,19415,-80,49,67,,0,-61,-61,-1,30,30
9592,10624,2020,8815,8806,-9,24,37,,0,4,4,0,161,161
9593,10625,2020,24785,24731,-54,90,71,,-1,-73,-74,1,651,651
9594,10626,2020,56621,56670,49,161,135,,0,24,24,-1,1575,1575
9595,10627,2020,17149,17105,-44,60,76,,0,-27,-27,-1,169,169
9596,10627,2020,3011524,3012232,708,8554,9449,,30,1588,1618,-15,75792,75792
9597,10628,2020,9814,9791,-23,19,26,,0,-15,-15,-1,145,145
9598,10629,2020,9825,9837,12,25,29,,0,16,16,0,26,26
9599,10630,2020,154705,154586,-119,406,507,,-1,-14,-15,-3,8374,8374
9600,10631,2020,11322,11262,-60,31,56,,0,-35,-35,0,336,336
9601,10632,2020,8842,8834,-8,16,27,,0,5,5,-2,942,942
9602,10635,2020,12785,12755,-30,46,49,,-1,-26,-27,0,127,127
9603,10636,2020,144171,144334,163,379,521,,-4,312,308,-3,1082,1082
9604,10637,2020,25269,25174,-95,96,67,,0,-124,-124,0,793,793
9605,10638,2020,696355,695903,-452,1808,1401,,2,-892,-890,31,8515,8515
9606,10639,2020,9320,9296,-24,21,40,,0,-4,-4,-1,78,78
9607,10640,2020,6361,6338,-23,24,23,,0,-25,-25,1,382,382
9608,10641,2020,97612,97608,-4,334,365,,3,25,28,-1,960,960
9609,10642,2020,133472,132957,-515,305,604,,-1,-202,-203,-13,5985,5985
9610,10643,2020,28525,28470,-55,77,93,,0,-38,-38,-1,1287,1287
9611,10644,2020,20867,20861,-6,63,49,,0,-22,-22,2,100,100
9612,10645,2020,23047,23076,29,35,90,,0,88,88,-4,217,217
9613,10646,2020,275611,275660,49,723,662,,-4,3,-1,-11,9379,9379
9614,10647,2020,84223,83958,-265,211,316,,0,-155,-155,-5,2813,2813
9615,10648,2020,439882,440317,435,1268,786,,3,-56,-53,6,2696,2696
9616,10649,2020,1870,1872,2,5,4,,0,1,1,0,0,0
9617,10650,2020,14526,14486,-40,48,56,,0,-31,-31,-1,348,348
9618,10651,2020,21035,21020,-15,39,82,,0,29,29,-1,2174,2174
9619,10652,2020,372258,371656,-602,895,745,,15,-779,-764,12,21007,21007
9620,10654,2020,51589,51563,-26,136,138,,0,-19,-19,-5,416,416
9621,10655,2020,27088,27050,-38,85,113,,0,-10,-10,0,396,396
9622,10656,2020,5653,5633,-20,18,17,,0,-21,-21,0,45,45
9623,10657,2020,7581,7554,-27,15,61,,0,20,20,-1,56,56
9624,10658,2020,225702,226060,358,495,702,,3,565,568,-3,7499,7499
9625,10659,2020,44843,45010,167,99,173,,-1,248,247,-6,1506,1506
9626,10660,2020,14710,14721,11,31,55,,0,35,35,0,2399,2399
9627,10662,2020,231105,232714,1609,778,538,,-2,1355,1353,16,3212,3212
9628,10663,2020,9287,9247,-40,29,26,,0,-43,-43,0,31,31
9629,10664,2020,10623,10612,-11,20,35,,0,5,5,-1,121,121
9630,10665,2020,5187,5211,24,21,15,,0,18,18,0,199,199
9631,10666,2020,46422,46411,-11,131,159,,0,19,19,-2,471,471
9632,10667,2020,2282,2272,-10,5,6,,0,-9,-9,0,46,46
9633,10668,2020,24604,24523,-81,42,99,,0,-21,-21,-3,133,133
9634,10669,2020,203136,203589,453,614,522,,2,356,358,3,2663,2663
9635,10670,2020,12082,12021,-61,27,46,,0,-41,-41,-1,1663,1663
9636,10671,2020,4731145,4732491,1346,15329,8000,,289,-6615,-6326,343,46039,46039
9637,10672,2020,15388,15296,-92,38,68,,0,-61,-61,-1,74,74
9638,10673,2020,135968,136403,435,407,242,,0,267,267,3,752,752
9639,10674,2020,11576,11526,-50,19,96,,0,29,29,-2,259,259
9640,10675,2020,10450,10428,-22,29,33,,0,-17,-17,-1,83,83
9641,10676,2020,13992,13939,-53,31,28,,0,-55,-55,-1,286,286
9642,10677,2020,44722,44548,-174,130,133,,-1,-171,-172,1,399,399
9643,10678,2020,9838,9791,-47,24,32,,0,-38,-38,-1,147,147
9644,10679,2020,12975,13015,40,45,43,,0,38,38,0,135,135
9645,10680,2020,30223,30160,-63,63,105,,1,-21,-20,-1,927,927
9646,10681,2020,24962,24925,-37,62,96,,0,-1,-1,-2,1740,1740
9647,10682,2020,35532,35707,175,76,89,,1,187,188,0,220,220
9648,10684,2020,11412,11465,53,44,32,,0,40,40,1,59,59
9649,10685,2020,6946,6934,-12,9,21,,0,1,1,-1,1702,1702
9650,10686,2020,3372,3362,-10,14,10,,0,-14,-14,0,5,5
9651,10687,2020,15709,15658,-51,40,82,,0,-8,-8,-1,579,579
9652,10688,2020,16293,16288,-5,43,60,,1,11,12,0,105,105
9653,10689,2020,7178,7178,0,15,38,,0,24,24,-1,194,194
9654,10690,2020,8509,8487,-22,20,45,,0,4,4,-1,127,127
9655,10692,2020,34451,34380,-71,95,94,,0,-73,-73,1,271,271
9656,10693,2020,44174,44351,177,89,147,,0,240,240,-5,393,393
9657,10694,2020,14107,14146,39,48,52,,0,43,43,0,970,970
9658,10695,2020,101235,101222,-13,177,524,,10,350,360,-26,1354,1354
9659,10696,2020,1064465,1073149,8684,2804,1494,,143,7131,7274,100,3648,3648
9660,10697,2020,10794,10780,-14,56,46,,0,-24,-24,0,140,140
9661,10698,2020,50237,50302,65,160,172,,1,75,76,1,452,452
9662,10699,2020,60139,60007,-132,124,182,,0,-70,-70,-4,1291,1291
9663,10700,2020,314176,314430,254,657,780,,-1,392,391,-14,2274,2274
9664,10701,2020,8719,8712,-7,31,27,,0,-10,-10,-1,67,67
9665,10702,2020,22559,22469,-90,50,111,,0,-27,-27,-2,669,669
9666,10703,2020,190124,189831,-293,502,650,,-1,-135,-136,-9,6486,6486
9667,10705,2020,62314,62257,-57,182,168,,-1,-72,-73,2,993,993
9668,10706,2020,34489,34392,-97,55,124,,-1,-21,-22,-6,461,461
9669,10707,2020,13884,13863,-21,26,47,,0,2,2,-2,56,56
9670,10708,2020,50679,50726,47,123,129,,0,54,54,-1,491,491
9671,10709,2020,5675,5669,-6,12,11,,0,-7,-7,0,983,983
9672,10710,2020,8179,8168,-11,23,20,,-2,-12,-14,0,136,136
9673,10711,2020,25008,24935,-73,55,120,,0,-8,-8,0,657,657
9674,10712,2020,20563,20539,-24,46,53,,0,-16,-16,-1,125,125
9675,10713,2020,28440,28415,-25,73,139,,0,43,43,-2,1186,1186
9676,10714,2020,1770,1760,-10,5,5,,0,-9,-9,-1,222,222
9677,10715,2020,206922,206960,38,691,544,,14,-128,-114,5,7075,7075
9678,10716,2020,22066,22068,2,56,75,,0,23,23,-2,2454,2454
9679,10717,2020,42104,42118,14,114,140,,4,41,45,-5,504,504
9680,10718,2020,50748,50920,172,143,133,,0,163,163,-1,2073,2073
9681,10719,2020,9427,9374,-53,25,37,,0,-41,-41,0,616,616
9682,10720,2020,7690,7704,14,14,21,,0,23,23,-2,38,38
9683,10721,2020,135543,136014,471,396,420,,2,494,496,-1,1987,1987
9684,10723,2020,52589,52631,42,124,163,,0,85,85,-4,369,369
9685,10724,2020,65249,65107,-142,173,279,,0,-31,-31,-5,2260,2260
9686,10725,2020,4295,4299,4,17,12,,0,-1,-1,0,32,32
9687,10727,2020,19198,19142,-56,38,75,,0,-16,-16,-3,1430,1430
9688,10728,2020,561891,565745,3854,1237,1869,,7,4500,4507,-21,5396,5396
9689,10729,2020,41761,41662,-99,103,154,,0,-47,-47,-1,5525,5525
9690,10730,2020,21358,21273,-85,93,37,,0,-143,-143,2,139,139
9691,10731,2020,15209,15182,-27,51,77,,0,0,0,-1,248,248
9692,10732,2020,37526,37456,-70,83,142,,0,-3,-3,-8,320,320
9693,10733,2020,330758,330811,53,605,550,,8,-11,-3,1,10435,10435
9694,10735,2020,65921,65771,-150,181,267,,0,-61,-61,-3,752,752
9695,10736,2020,16156,16154,-2,43,39,,0,-5,-5,-1,1460,1460
9696,10738,2020,13086,13026,-60,38,56,,0,-41,-41,-1,154,154
9697,10739,2020,44977,45006,29,99,114,,0,49,49,-5,351,351
9698,10740,2020,24711,24665,-46,53,125,,0,29,29,-3,266,266
9699,10741,2020,106922,107286,364,281,142,,-2,224,222,3,778,778
9700,10742,2020,93536,93797,261,254,203,,0,208,208,2,698,698
9701,10743,2020,8533,8524,-9,15,36,,0,14,14,-2,55,55
9702,10744,2020,52082,52223,141,199,110,,3,44,47,5,642,642
9703,10746,2020,3015,2989,-26,5,18,,0,-13,-13,0,77,77
9704,10747,2020,12481,12446,-35,39,54,,0,-18,-18,-2,142,142
9705,10748,2020,28003,28090,87,55,101,,0,134,134,-1,668,668
9706,10749,2020,21632,21587,-45,58,70,,0,-32,-32,-1,235,235
9707,10750,2020,87018,87177,159,262,239,,2,133,135,1,1781,1781
9708,10751,2020,123642,123754,112,280,414,,1,252,253,-7,3644,3644
9709,10752,2020,14738,14721,-17,46,49,,0,-14,-14,0,349,349
9710,10753,2020,3145,3130,-15,7,11,,0,-12,-12,1,53,53
9711,10754,2020,8968,8968,0,25,25,,0,0,0,0,205,205
9712,10755,2020,8380,8373,-7,24,25,,0,-4,-4,-2,106,106
9713,10756,2020,1698,1678,-20,7,12,,0,-14,-14,-1,9,9
9714,10757,2020,44223,44194,-29,201,111,,0,-122,-122,3,697,697
9715,10758,2020,156255,156620,365,534,336,,-2,165,163,4,6862,6862
9716,10759,2020,133154,133527,373,520,169,,2,7,9,13,3969,3969
9717,10760,2020,282090,283899,1809,714,633,,6,1708,1714,14,3107,3107
9718,10761,2020,6904,6859,-45,38,24,,0,-59,-59,0,88,88
9719,10762,2020,375752,377079,1327,777,1034,,79,1581,1660,-76,3956,3956
9720,10763,2020,2782,2780,-2,7,5,,0,-5,-5,1,14,14
9721,10764,2020,9812,9786,-26,29,33,,0,-21,-21,-1,85,85
9722,10765,2020,2488,2465,-23,6,9,,0,-20,-20,0,74,74
9723,10766,2020,11491,11501,10,25,25,,0,10,10,0,34,34
9724,10768,2020,91319,91236,-83,286,274,,0,-96,-96,1,1671,1671
9725,10769,2020,1694251,1687834,-6417,4112,3045,,103,-7583,-7480,-4,70934,70934
9726,10769,2020,2020124,2015493,-46316,53740,46447,,553,-54072,-53519,-90,570005,570005
9727,10770,2020,262321,261776,-545,532,549,,3,-507,-504,-24,8396,8396
9728,10771,2020,278468,278684,216,633,582,,12,150,162,3,14882,14882
9729,10772,2020,4990,4980,-10,11,7,,0,-14,-14,0,34,34
9730,10773,2020,161765,162180,415,439,445,,2,416,418,3,2314,2314
9731,10774,2020,26743,26618,-125,61,97,,-2,-87,-89,0,4314,4314
9732,10775,2020,322570,322403,-167,927,844,,11,-269,-258,8,12705,12705
9733,10776,2020,11587,11550,-37,26,58,,0,-3,-3,-2,88,88
9734,10778,2020,13308,13307,-1,27,37,,0,10,10,-1,1322,1322
9735,10779,2020,245871,246662,791,774,517,,5,511,516,18,7966,7966
9736,10780,2020,3990,3968,-22,13,18,,0,-17,-17,0,222,222
9737,10781,2020,44279,44527,248,95,120,,0,274,274,-1,328,328
9738,10782,2020,15312,15342,30,47,49,,0,33,33,-1,169,169
9739,10783,2020,62504,62609,105,138,219,,0,189,189,-3,1979,1979
9740,10784,2020,52598,52676,78,118,204,,-1,172,171,-7,1765,1765
9741,10785,2020,43824,43823,-1,116,115,,0,-2,-2,0,4454,4454
9742,10786,2020,1173,1172,-1,2,2,,0,-1,-1,0,0,0
9743,10788,2020,129350,129546,196,388,355,,15,145,160,3,12025,12025
9744,10789,2020,16396,16356,-40,39,72,,0,-5,-5,-2,163,163
9745,10790,2020,20450,20441,-9,50,49,,0,-11,-11,1,187,187
9746,10791,2020,4379,4424,45,10,10,,0,45,45,0,16,16
9747,10793,2020,154316,154095,-221,377,509,,0,-80,-80,-9,3335,3335
9748,10795,2020,16521,16551,30,50,39,,0,20,20,-1,58,58
9749,10796,2020,38462,38190,-272,112,144,,0,-240,-240,0,851,851
9750,10797,2020,17810,17905,95,38,46,,0,102,102,1,57,57
9751,10798,2020,5166,5147,-19,15,24,,0,-10,-10,0,132,132
9752,10799,2020,76400,76543,143,159,145,,2,124,126,3,17768,17768
9753,10800,2020,830639,829909,-730,2568,2371,,58,-988,-930,3,23348,23348
9754,10801,2020,42946,42879,-67,155,175,,0,-47,-47,0,669,669
9755,10802,2020,8039,7990,-49,16,31,,0,-34,-34,0,826,826
9756,10803,2020,779233,780517,1284,2536,1880,,-2,601,599,29,15767,15767
9757,10804,2020,9101,9079,-22,20,32,,0,-9,-9,-1,605,605
9758,10805,2020,11029,11014,-15,28,35,,0,-7,-7,-1,1823,1823
9759,10806,2020,1513,1522,9,11,1,,0,-2,-2,1,0,0
9760,10807,2020,164754,164655,-99,427,431,,5,-91,-86,-9,2313,2313
9761,10808,2020,6379,6377,-2,15,20,,0,4,4,-1,202,202
9762,10809,2020,15699,15633,-66,38,45,,0,-58,-58,-1,159,159
9763,10810,2020,8735,8722,-13,14,51,,0,26,26,-2,1305,1305
9764,10811,2020,11435,11402,-33,25,75,,0,18,18,-1,166,166
9765,10812,2020,83093,83096,3,226,157,,2,-75,-73,7,13691,13691
9766,10813,2020,14483,14493,10,54,51,,0,8,8,-1,155,155
9767,10814,2020,25462,25410,-52,60,90,,0,-22,-22,0,3861,3861
9768,10815,2020,25314,25246,-68,63,67,,3,-67,-64,0,2827,2827
9769,10816,2020,21613,21674,61,71,66,,0,56,56,0,68,68
9770,10817,2020,69351,69380,29,207,223,,0,47,47,-2,2244,2244
9771,10818,2020,425264,429583,4319,1043,1106,,25,4356,4381,1,20718,20718
9772,10819,2020,28325,28309,-16,67,84,,2,-1,1,0,320,320
9773,10820,2020,2486,2497,11,10,11,,0,12,12,0,3,3
9774,10821,2020,27030,27052,22,107,115,,0,31,31,-1,342,342
9775,10822,2020,856553,856947,394,2046,2319,,33,665,698,-31,20831,20831
9776,10823,2020,9110,9109,-1,40,33,,0,-7,-7,-1,66,66
9777,10824,2020,64209,64507,298,195,124,,0,224,224,3,326,326
9778,10826,2020,93667,93560,-107,260,321,,1,-45,-44,-2,1877,1877
9779,10827,2020,144237,144497,260,407,335,,0,181,181,7,998,998
9780,10828,2020,52455,52593,138,157,169,,0,152,152,-2,723,723
9781,10829,2020,5193,5161,-32,16,26,,0,-22,-22,0,17,17
9782,10830,2020,71959,71996,37,203,110,,-1,-60,-61,5,8932,8932
9783,10831,2020,148222,149432,1210,400,411,,1,1214,1215,6,1028,1028
9784,10832,2020,15912,15892,-20,45,54,,0,-10,-10,-1,189,189
9785,10833,2020,215999,217612,1613,560,502,,2,1539,1541,14,1246,1246
9786,10834,2020,716,714,-2,5,5,,0,-3,-3,1,0,0
9787,10835,2020,669279,670157,878,2038,1816,,10,634,644,12,9662,9662
9788,10836,2020,6164,6167,3,37,16,,0,-17,-17,-1,195,195
9789,10837,2020,183610,183894,284,491,366,,6,146,152,7,8938,8938
9790,10838,2020,19170,19150,-20,46,56,,0,-10,-10,0,1528,1528
9791,10839,2020,6074,6080,6,17,22,,0,11,11,0,89,89
9792,10840,2020,4275,4266,-9,6,11,,0,-4,-4,0,19,19
