"primary_song_artist_id","primary_song_artist"
1002,"Lewis Capaldi"
1003,"Diplo feat. Faustix & Imanos and Kai"
1004,"Koji Kondo"
1005,"Ricki-Lee Coulter"
1006,"Haddaway"
1007,"Luke Bryan"
1008,"Mambo Compañeros"
1009,"Nikki Williams"
1010,"The Disco Fries feat. Hope Murphy"
1011,"Madcon feat. Ray Dalton"
1012,"Amy Stroup"
1013,"Bonde do Rolê feat. Rizzle Kicks"
1014,"B.o.B feat. Rivers Cuomo"
1015,"Klaus Badelt & Hans Zimmer"
1016,"X Ambassadors & Jamie N Commons"
1017,"Usher feat. Lil' Jon & Ludacris"
1018,"Avril Lavigne feat. Chad Kroeger"
1019,"The Coasters"
1020,"Al Green"
1021,"Santana feat. Rob Thomas"
1022,"Lauryn Hill"
1023,"Jim Brickman & Wayne Brady"
1024,"Sleeping at Last"
1025,"The Sugarhill Gang"
1026,"Captain & Tennille[26]"
1027,"DJ Snake feat. Justin Bieber"
1028,"Ben Rector"
1029,"Steve Goodman"
1030,"Tim McGraw & Faith Hill"
1031,"Tyler Ward"
1032,"Mazzy Star"
1033,"E.S. Posthumus"
1034,"Annie Lennox"
1035,"Florence and the Machine"
1036,"Bonde do Rolê"
1037,"Michael Sembello"
1038,"Missy Elliott feat. Pharrell Williams"
1039,"Justin Timberlake, featuring Timbaland"
1040,"Kimberly Cole"
1041,"Jennifer Lopez feat. Iggy Azalea"
1042,"Zayde Wølf"
1043,"Flo Rida feat. Fitz"
1044,"Mary J. Blige"
1045,"Erika Jayne"
1046,"Tami Tappan Damiano"
1047,"Bootstraps"
1048,"Alacran"
1049,"A.P.P.A.R.T."
1050,"Stockard Channing,"
1051,"John Travolta & Jeff Conaway"
1052,"Frankie Avalon"
1053,"New Kids on the Block"
1054,"Lifehouse"
1055,"Hall & Oates"
1056,"Kiesza"
1057,"Alessia Cara"
1058,"Vanilla Ice"
1059,"Mike Post, Pete Carpenter"
1060,"Tritonal & Cash Cash feat. JHart"
1061,"ZAYN"
1062,"Bugsy Malone"
1063,"Sha Na Na"
1064,"Stockard Channing"
1065,"LMFAO"
1066,"Major Lazer feat. Nyla & Fuse ODG"
1067,"Lauren Alaina"
1068,"Cast of The Rocky Horror Picture Show"
1069,"Cobra Starship, featuring Leighton Meester"
1070,"René Dupéré"
1071,"Little Texas"
1072,"Betty Hutton"
1073,"Niykee Heaton"
1074,"Charo"
1075,"Judah Kelly"
1076,"RAIGN"
1077,"Ava Max"
1078,"Tiffany"
1079,"DeBarge"
1080,"Timeflies"
1081,"Green Day"
1082,"Bonnie McKee"
1083,"Jennifer Nettles"
1084,"Luis Fonsi feat. Daddy Yankee"
1085," The Pussycat Dolls"
1086,"Empire cast feat. Estelle & Jussie Smollett"
1087,"Thirty Seconds to Mars"
1088,"Bernadette Peters & Tom Wopat"
1089,"Noisettes"
1090,"Metro Station"
1091,"District 78 feat. Patrice Covington"
1092,"Kim Petras"
1093,"Daniel Jang"
1094,"2WEI"
1095,"Bobby Pickett"
1096,"Chris Isaak"
1097,"Rob Base & DJ E-Z Rock"
1098,"Lukas Graham"
1099,"Peppermint Trolley Company"
1100,"Jessie J feat. 2 Chainz"
1101,"Sigala feat. John Newman & Nile Rodgers"
1102,"Sky Ferreira"
1103,"Hailee Steinfeld"
1104,"Lion Babe"
1105,"DJ Kass"
1106,"Macklemore & Ryan Lewis"
1107,"Shakira feat. Wyclef Jean"
1108,"Madeon"
1109,"Måneskin"
1110,"Luniz feat. Michael Marshall"
1111,"Styx"
1112,"Marky Mark and the Funky Bunch"
1113,"Doja Cat feat. Nicki Minaj"
1114,"Calum Scott & Leona Lewis"
1115,"Jennifer Lopez feat. Gente de Zona"
1116,"Gavin DeGraw"
1117,"Jesse Frederick"
1118,"Charlie Puth"
1119,"Henry Krieger"
1120,"J Balvin & Willy William"
1121,"MAX feat. gnash"
1122,"Camila Cabello feat. Young Thug"
1123,"Ludovic Bource"
1124,"Labrinth feat. Emeli Sandé"
1125,"Juanes"
1126,"Justin Bieber feat. Nicki Minaj"
1127,"Ciara"
1128,"Montell Jordan"
1129,"Ally Brooke feat. Matoma"
1130,"Tim McGraw"
1131,"Malachi Barton"
1132,"Tinashe feat. Schoolboy Q"
1133,"Clint Mansell & Kronos Quartet"
1134,"CLiQ feat. Alika"
1135,"Lloyd feat. Lil Wayne"
1136,"Lady Antebellum"
1137,"The Wanted"
1138,"George Noriega & Joel Someillan"
1139,"Howard Greenfield & Jack Keller"
1140,"DNCE"
1141,"Pitbull feat. Robin Thicke, Joe Perry & Travis Barker"
1142,"Dillon Francis & Skrillex"
1143,"Jax Jones feat. Demi Lovato & Stefflon Don"
1144,"Ricky Campanelli"
1145,"Linda Ronstadt"
1146,"Grace Potter & The Nocturnals"
1147,"Michael Buble"
1148,"Pat Benatar"
1149,"Barns Courtney"
1150,"Pitbull feat. Lil Jon"
1151," Frankie Valli & The Four Seasons"
1152,"Pitbull feat. Chris Brown"
1153,"Mark Snow"
1154,"Mark Mueller"
1155,"Bear McCreary"
1156,"Bob James"
1157,"The Dixie Cups"
1158,"Nick Cave and the Bad Seeds"
1159,"Héctor Lavoe"
1160,"Dimie Cat"
1161,"Right Said Fred"
1162,"Rogue Wave"
1163,"Taio Cruz"
1164,"Lenka"
1165,"50 Cent feat. Olivia"
1166,"Alan Menken & Glenn Slater"
1167,"Jason Derulo feat. Nicki Minaj & Ty Dolla Sign"
1168,"Kygo feat. Parson James"
1169,"Miriam Makeba"
1170,"DJ Jazzy Jeff & The Fresh Prince"
1171,"Chumbawamba"
1172,"Vincint"
1173,"Helmut Vonlichten"
1174,"Judy Kuhn"
1175,"Good Charlotte"
1176,"Outasight"
1177,"NSYNC"
1178,"The Four Tops"
1179,"Intermezzo Orchestra"
1180,"Alan Menken & David Zippel"
1181,"Mandy Moore"
1182,"Maroon 5 feat. Christina Aguilera"
1183,"David Gray"
1184,"Martha & the Vandellas"
1185,"The Spencer Davis Group"
1186,"BJ the Chicago Kid"
1187,"Justin Bieber feat. J. Balvin"
1188,"Phillip Phillips"
1189,"TLC"
1190,"MILCK"
1191,"District 78"
1192,"Lea Salonga"
1193,"Jodi Benson"
1194,"Crystal Lake feat. Kifi"
1195,"Raphaël Beau"
1196,"Youth Group"
1197,"Kermit the Frog"
1198,"Al Burton, Gloria Loring & Alan Thicke"
1199,"Rachel Platten"
1200,"Glen Hansard & Markéta Irglová"
1201,"Flo Rida feat. David Guetta"
1202,"from Gentlemen Prefer Blondes"
1203," James Blunt"
1204,"Johnny O'Keefe"
1205,"Benoît Jutras"
1206,"Simon Carpentier"
1207,"Chris Tomlin"
1208,"Jorge Quintero"
1209,"Mindy Gledhill"
1210,"Curtis Mayfield"
1211,"Us the Duo"
1212,"The Fray"
1213,"Ariana Grande & Justin Bieber"
1214,"Sérgio Mendes feat. Carlinhos Brown"
1215,"The Tony Rich Project"
1216,"Huey Lewis & the News"
1217,"David Guetta feat. Kelly Rowland"
1218,"Helen Shapiro"
1219,"Joan Jett & the Blackhearts"
1220,"George Gershwin"
1221,"Jack Wagner"
1222,"Dickie Jones"
1223,"Kristen Bell & Idina Menzel"
1224,"Owl City feat. Aloe Blacc"
1225,"Nick Lachey"
1226,"Wilfred Jackson & Bert Lewis"
1227,"Missy Elliott"
1228,"Kaleo"
1229,"SYML"
1230,"Mike Posner"
1231,"Arthur Conley"
1232,"Alesha Dixon"
1233,"Guy Dubuc & Marc Lessard"
1234,"Dan + Shay"
1235,"Owl City"
1236,"Donny Osmond (performed live)"
1237,"ZZ Ward"
1238,"Phil Harris & Bruce Reitherman"
1239,"Benny Goodman"
1240,"Sam Smith & Normani"
1241,"José Feliciano,"
1242,"Atwater Men's Club"
1243,"John Denver"
1244,"3OH!3 feat. Ke$ha"
1245,"Panic! at the Disco"
1246,"Judy Garland"
1247,"Regina Belle"
1248,"Florence + the Machine"
1249,"Martina McBride"
1250,"Leon Russell"
1251,"Amy Adams"
1252,"Auliʻi Cravalho (performed live)"
1253,"Jason Weaver,"
1254,"Carly Pearce"
1255,"Dierks Bentley feat. Brothers Osborne"
1256,"Tom Jones feat. Stereophonics"
1257,"Daughtry"
1258,"Thin Lizzy"
1259,"Sonny Bono"
1260,"Babyface"
1261,"Mariah Carey & Boyz II Men"
1262,"Quiet Riot"
1263,"Jack Garratt"
1264,"Yves V feat. Mike James"
1265,"Paige O'Hara"
1266,"Jordan Fisher feat. Lin-Manuel Miranda"
1267,"Indila"
1268,"Don Omar & Lucenzo"
1269," Tupac feat. Dr. Dre & Roger Troutman"
1270,"LANCO"
1271,"Chris Stapleton"
1272,"Chris Janson"
1273,"The Human Beinz"
1274,"Muse"
1275," Jimi Hendrix"
1276,"Florence + The Machine"
1277,"The Score"
1278,"Will Smith feat. Dru Hill & Kool Moe Dee"
1279,"Forever Tango"
1280,"Paula Cole"
1281,"Gloria Estefan & Miami Sound Machine"
1282,"Amy Winehouse feat. Mark Ronson"
1283,"Indeep"
1284,"Enrique Iglesias feat. Ludacris"
1285,"Five Stairsteps"
1286,"Adam Clayton & Larry Mullen, Jr."
1287,"Petty Booka"
1288,"Aaron Copland"
1289,"Portugal. The Man"
1290,"Sheila E."
1291,"Smash cast feat. Megan Hilty"
1292,"Martynas"
1293,"Bishop Briggs"
1294,"Merry Clayton"
1295,"Girls Aloud"
1296,"Weezer"
1297,"The Summer Set"
1298,"Musiq Soulchild"
1299,"Alice Cooper"
1300,"Sérgio Mendes feat. The Black Eyed Peas"
1301,"Eagles"
1302,"Bob Wilson & His Varsity Rhythm Boys"
1303,"Beans & Fatback"
1304,"Ruelle"
1305,"Calvin Harris & Alesso feat. Hurts"
1306,"Sevdaliza"
1307,"Lord Huron"
1308,"David Guetta feat. Sia"
1309,"Lenii"
1310,"Junior Senior"
1311,"Oh the Larceny"
1312,"from Forever Tango"
1313,"Israel Kamakawiwo'ole"
1314,"Bernard Herrmann"
1315,"Bill Conti"
1316,"Hector Lavoe"
1317,"The Chiffons"
1318,"Common feat. Pharrell Williams"
1319,"Andrea Bocelli feat. Jennifer Lopez"
1320,"Martin Garrix"
1321,"Noah Cyrus"
1322,"Ella Mae Bowen & Bonnie Tyler"
1323,"Andra Day & Common"
1324,"Zac Efron & Zendaya"
1325,"The Weeknd & Kendrick Lamar"
1326,"Vince Hill"
1327,"Daniel Powter"
1328,"La Lupe"
1329,"Mohombi"
1330,"Postmodern Jukebox feat. Addie Hamilton"
1331,"Lindsey Stirling"
1332,"Chase Holfelder"
1333,"Missy Elliott feat. Ciara & Fat Man Scoop"
1334,"Jonas Brothers & Karol G"
1335,"Austin French"
1336,"Alicia Keys feat. Beyoncé"
1337,"Landon Pigg"
1338,"Katherine Jenkins"
1339,"Nino Rota"
1340,"Ella Fitzgerald & Louis Armstrong"
1341,"Glenn Miller"
1342,"A. R. Rahman"
1343,"Tape Five feat. Henrik Wager"
1344,"JP Saxe & Julia Michaels"
1345,"Edvard Grieg"
1346,"Phillip Bailey & Phil Collins"
1347,"Bastille feat. Gabrielle Aplin"
1348,"Anthony Hamilton & Elayna Boynton"
1349,"Earl St. Clair"
1350,"Niall Horan"
1351,"Years & Years"
1352,"Marian Hill"
1353,"The Chicks"
1354,"Katherine Jenkins & Beverley Staunton"
1355,"The Four Seasons"
1356,"Smokey Robinson"
1357,"Jane Monheit"
1358,"Emily Browning"
1359,"The Black Keys"
1360,"The Chainsmokers feat. Daya"
1361,"U2"
1362,"Seth MacFarlane"
1363,"Björk"
1364,"Bill Withers"
1365,"Monty Python"
1366,"Jim Jacobs & Warren Casey"
1367,"Frank Loesser"
1368,"Andrew Lloyd Webber"
1369,"Smokey Robinson & the Miracles"
1370,"Alan Menken"
1371,"Grace feat. G-Eazy"
1372,"The Proclaimers"
1373,"The Rembrandts"
1374,"Lee Greenwood"
1375,"James Cagney"
1376,"Jonathan Larson"
1377,"Steve Miller Band"
1378,"Stevie Wonder feat. Ariana Grande"
1379,"Usher feat. Lil Jon & Ludacris"
1380,"The Cinematic Orchestra feat. Patrick Watson"
1381,"NEEDTOBREATHE feat. Gavin DeGraw"
1382,"Natasha Bedingfield"
1383,"Martynas Levickis"
1384,"Yin Yang Twins feat. Pitbull"
1385,"Larry Carlton"
1386,"The Monkees"
1387,"Warren Zevon"
1388,"Cy Coleman"
1389,"Rayelle"
1390,"The Weeknd feat. Ed Sheeran"
1391,"The Script feat. will.i.am"
1392,"David Garrett & Royal Philharmonic Orchestra"
1393,"Orianthi"
1394,"Deadmau5 feat. Rob Swire"
1395,"The Ames Brothers"
1396,"Johann Pachelbel"
1397,"Wayne Beckford"
1398,"Bakermat feat. Alex Clare"
1399,"Avicii feat. Sterling Fox & Audra Mae"
1400,"Hermes House Band"
1401,"X Ambassadors"
1402,"Taco feat. tomX"
1403,"Escala"
1404,"Paloma Faith"
1405,"Burt Bacharach"
1406,"Wolfgang Mozart"
1407,"Franz Schubert (performed by Jackie Evancho)"
1408,"Tori Kelly"
1409,"David Guetta feat. Skylar Grey"
1410,"Pedro Gomez"
1411,"Pablo Cruise"
1412,"Giuseppe Verdi (performed by Vittorio Grigolo)"
1413,"Sergei Prokofiev"
1414,"Felix Jaehn feat. Hight & Alex Aiono"
1415,"Avicii feat. Sandro Cavazza"
1416,"The Marvelettes"
1417,"Zedd feat. Hayley Williams"
1418,"Nathaniel Rateliff & the Night Sweats"
1419,"Disturbed"
1420,"Alex Newell, Jess Glynne & DJ Cassidy with Nile Rodgers"
1421,"Scorpions"
1422,"Stealers Wheel"
1423,"DOROTHY"
1424,"The Piano Guys"
1425,"Pitbull feat. John Ryan"
1426,"Anna Nalick"
1427,"Teddybears feat. Mad Cobra"
1428,"Nathan Sykes feat. Ariana Grande"
1429,"Thurston Harris and the Sharps"
1430,"Cream"
1431,"Cab Calloway"
1432,"David Guetta feat. Nicki Minaj"
1433,"Myon"
1434,"Foreigner"
1435,"Blue Foundation"
1436,"The Cat Empire"
1437,"Sergio Mendes"
1438,"Jean Knight"
1439,"Osvaldo Pugliese"
1440,"Janelle Monáe feat. Big Boi"
1441,"Mariano Mores"
1442,"Duffy"
1443,"Carole King"
1444,"Proyecto Uno"
1445,"Cowboy Troy"
1446,"from The Passion of the Christ"
1447,"Tommy Sparks"
1448,"Earth, Wind, and Fire"
1449,"69 Boyz"
1450,"from Dreamgirls"
