"episode_id","aired_at","season_id","episode_order_in_season"
19791013,"October 13, 1979",5,1
19790526,"May 26, 1979",4,20
19790519,"May 19, 1979",4,19
19790512,"May 12, 1979",4,18
19790414,"April 14, 1979",4,17
19790407,"April 7, 1979",4,16
19790317,"March 17, 1979",4,15
19790310,"March 10, 1979",4,14
19790224,"February 24, 1979",4,13
19790217,"February 17, 1979",4,12
19790210,"February 10, 1979",4,11
19790127,"January 27, 1979",4,10
19781216,"December 16, 1978",4,9
19781209,"December 9, 1978",4,8
19781202,"December 2, 1978",4,7
19781118,"November 18, 1978",4,6
19781111,"November 11, 1978",4,5
19781104,"November 4, 1978",4,4
19781021,"October 21, 1978",4,3
19781014,"October 14, 1978",4,2
19781007,"October 7, 1978",4,1
19780520,"May 20, 1978",3,20
19780513,"May 13, 1978",3,19
19780422,"April 22, 1978",3,18
19780415,"April 15, 1978",3,17
19780408,"April 8, 1978",3,16
19780325,"March 25, 1978",3,15
19780318,"March 18, 1978",3,14
19780311,"March 11, 1978",3,13
19780225,"February 25, 1978",3,12
19780218,"February 18, 1978",3,11
19780128,"January 28, 1978",3,10
19780121,"January 21, 1978",3,9
19771217,"December 17, 1977",3,8
19771210,"December 10, 1977",3,7
19771119,"November 19, 1977",3,6
19771112,"November 12, 1977",3,5
19771029,"October 29, 1977",3,4
19771015,"October 15, 1977",3,3
19771008,"October 8, 1977",3,2
19770924,"September 24, 1977",3,1
19770521,"May 21, 1977",2,22
19770514,"May 14, 1977",2,21
19770423,"April 23, 1977",2,20
19770416,"April 16, 1977",2,19
19770409,"April 9, 1977",2,18
19770326,"March 26, 1977",2,17
19770319,"March 19, 1977",2,16
19770312,"March 12, 1977",2,15
19770226,"February 26, 1977",2,14
19770129,"January 29, 1977",2,13
19770122,"January 22, 1977",2,12
19770115,"January 15, 1977",2,11
19761211,"December 11, 1976",2,10
19761127,"November 27, 1976",2,9
19761120,"November 20, 1976",2,8
19761113,"November 13, 1976",2,7
19761030,"October 30, 1976",2,6
19761023,"October 23, 1976",2,5
19761016,"October 16, 1976",2,4
19761002,"October 2, 1976",2,3
19760925,"September 25, 1976",2,2
19760918,"September 18, 1976",2,1
19760731,"July 31, 1976",1,24
19760724,"July 24, 1976",1,23
19760529,"May 29, 1976",1,22
19760522,"May 22, 1976",1,21
19760515,"May 15, 1976",1,20
19760508,"May 8, 1976",1,19
19760424,"April 24, 1976",1,18
19760417,"April 17, 1976",1,17
19760313,"March 13, 1976",1,16
19760228,"February 28, 1976",1,15
19760221,"February 21, 1976",1,14
19760214,"February 14, 1976",1,13
19760131,"January 31, 1976",1,12
19760124,"January 24, 1976",1,11
19760117,"January 17, 1976",1,10
19760110,"January 10, 1976",1,9
19751220,"December 20, 1975",1,8
19751213,"December 13, 1975",1,7
19751122,"November 22, 1975",1,6
19751115,"November 15, 1975",1,5
19751108,"November 8, 1975",1,4
19751025,"October 25, 1975",1,3
19751018,"October 18, 1975",1,2
19751011,"October 11, 1975",1,1
